accuracy,wpm,game_num,time,racers_num,points
0.99,111.12,2026,2021-07-12T00:58:13Z,5,75.93
0.97,113.08,2025,2021-07-12T00:56:48Z,5,77.27
0.97,103.35,2024,2021-07-12T00:54:42Z,5,130.91
0.98,105.99,2023,2021-07-12T00:53:47Z,5,58.29
0.98,102.28,2022,2021-07-12T00:52:31Z,5,78.41
0.97,104.72,2021,2021-07-12T00:51:54Z,4,75.05
0.97,117.62,2020,2021-07-11T22:46:13Z,5,107.82
0.98,113.02,2019,2021-07-11T22:41:36Z,5,67.81
0.99,117.9,2018,2021-07-11T22:40:58Z,5,104.14
0.97,109.76,2017,2021-07-11T22:36:47Z,5,75
0.97,99.83,2016,2021-07-11T22:33:46Z,5,93.17
0.97,101.47,2015,2021-07-11T22:33:00Z,4,52.43
0.96,103.83,2014,2021-07-11T22:28:55Z,5,84.8
0.97,107.73,2013,2021-07-11T21:58:44Z,5,86.18
0.97,92.22,2012,2021-07-11T21:58:06Z,5,50.72
0.99,116.83,2011,2021-07-11T21:57:29Z,5,85.67
0.98,108.45,2010,2021-07-11T21:56:42Z,5,61.45
0.99,120.3,2009,2021-07-11T21:56:04Z,5,72.18
0.99,112.04,2008,2021-07-11T21:55:39Z,5,65.36
0.99,114.23,2007,2021-07-11T21:53:28Z,4,106.61
0.98,116.4,2006,2021-07-11T21:52:43Z,4,128.04
0.97,97.76,2005,2021-07-11T21:51:57Z,5,73.32
0.97,101.35,2004,2021-07-11T21:51:21Z,5,43.92
0.98,105.83,2003,2021-07-11T21:50:51Z,5,58.21
1,122.61,2002,2021-07-11T21:50:12Z,5,100.13
0.98,104.48,2001,2021-07-11T21:49:37Z,3,85.32
0.98,97.22,2000,2021-07-11T21:48:40Z,5,56.71
0.97,104.17,1999,2021-07-11T21:47:43Z,4,131.94
0.98,104.72,1998,2021-07-11T21:44:28Z,5,90.76
0.99,113.3,1997,2021-07-11T21:43:47Z,4,90.64
0.97,110.58,1996,2021-07-11T19:38:09Z,4,149.29
0.98,106.43,1995,2021-07-11T19:37:07Z,5,78.05
0.97,109.13,1994,2021-07-11T19:32:38Z,5,101.86
0.97,89.36,1993,2021-07-11T19:31:53Z,4,38.72
0.98,115.83,1992,2021-07-11T19:30:08Z,5,96.52
0.98,117.16,1991,2021-07-11T19:27:13Z,5,123.02
0.98,108.48,1990,2021-07-11T19:25:23Z,5,92.21
0.98,113.78,1989,2021-07-11T19:23:25Z,5,77.75
0.99,118.29,1988,2021-07-11T19:22:43Z,5,82.8
0.98,104.46,1987,2021-07-11T19:20:53Z,5,106.2
0.97,111.37,1986,2021-07-11T19:20:03Z,5,96.52
0.97,109.94,1985,2021-07-11T19:19:21Z,5,98.94
0.98,106.77,1984,2021-07-11T19:18:05Z,4,58.72
0.98,101.57,1983,2021-07-11T19:17:30Z,3,67.71
0.98,108.32,1982,2021-07-11T19:16:05Z,5,95.68
0.98,126.58,1981,2021-07-11T19:15:22Z,5,65.4
0.99,119.85,1980,2021-07-11T19:14:51Z,5,65.92
0.98,110.1,1979,2021-07-11T19:14:23Z,5,231.2
0.96,93.92,1978,2021-07-11T19:12:54Z,4,62.61
0.97,106.87,1977,2021-07-11T19:12:05Z,5,172.77
0.98,107.92,1976,2021-07-11T19:11:05Z,5,57.56
0.99,120.02,1975,2021-07-11T19:10:34Z,4,50.01
0.98,113.54,1974,2021-07-11T19:09:38Z,5,64.34
0.99,116.13,1973,2021-07-11T19:08:49Z,5,133.55
1,122.4,1972,2021-07-11T19:02:58Z,5,42.84
0.97,99.23,1971,2021-07-11T06:09:36Z,4,191.84
0.99,116.67,1970,2021-07-11T06:06:26Z,4,87.5
0.98,101.19,1969,2021-07-11T06:04:11Z,5,69.14
0.98,103.44,1968,2021-07-11T06:03:26Z,5,62.07
0.98,105.4,1967,2021-07-11T06:00:28Z,5,79.05
0.97,96.02,1966,2021-07-11T05:58:23Z,5,48.01
0.98,102.29,1965,2021-07-11T05:57:48Z,5,69.89
0.99,125.77,1964,2021-07-11T05:56:03Z,5,77.56
0.99,107.95,1963,2021-07-11T05:55:31Z,5,89.96
0.98,99.97,1962,2021-07-11T05:52:11Z,5,103.31
0.99,113.06,1961,2021-07-11T05:43:54Z,4,94.21
0.99,111.8,1960,2021-07-11T05:40:44Z,5,81.98
0.97,104.7,1959,2021-07-11T05:40:06Z,5,61.08
0.98,102.37,1958,2021-07-11T05:38:29Z,5,180.85
0.99,117.39,1957,2021-07-11T05:37:02Z,5,136.96
0.98,102.22,1956,2021-07-11T05:35:03Z,5,148.22
0.99,119.81,1955,2021-07-11T05:31:30Z,5,61.9
0.99,114.28,1954,2021-07-11T05:30:58Z,3,144.76
0.98,108.58,1953,2021-07-11T05:28:57Z,5,74.19
0.97,95.77,1952,2021-07-11T05:28:17Z,4,130.88
0.99,119.74,1951,2021-07-11T05:13:12Z,5,103.77
0.99,113.14,1950,2021-07-11T05:12:24Z,5,82.97
0.96,93.88,1949,2021-07-11T05:11:48Z,5,56.33
1,128,1948,2021-07-11T05:11:10Z,5,29.87
0.99,118.45,1947,2021-07-11T05:10:49Z,5,75.02
0.97,98.56,1946,2021-07-11T05:10:19Z,5,113.35
0.99,123.93,1945,2021-07-11T05:09:20Z,5,76.42
0.97,97.51,1944,2021-07-11T04:04:24Z,5,61.75
0.98,116.81,1943,2021-07-11T04:03:48Z,3,109.02
0.99,126.87,1942,2021-07-11T04:03:03Z,5,99.38
0.98,99.94,1941,2021-07-11T04:02:31Z,5,99.94
0.98,100.6,1940,2021-07-11T04:01:01Z,5,83.84
0.97,105.28,1939,2021-07-11T04:00:12Z,5,138.62
0.98,95.44,1938,2021-07-11T03:59:11Z,5,71.58
0.97,98.72,1937,2021-07-11T03:58:25Z,5,70.75
0.97,107.16,1936,2021-07-11T03:57:46Z,4,75.01
0.97,105.64,1935,2021-07-11T03:57:09Z,4,93.32
0.97,98.9,1934,2021-07-11T03:55:07Z,5,49.45
0.97,99.04,1933,2021-07-11T03:54:26Z,4,80.88
0.99,107.64,1932,2021-07-11T03:52:36Z,5,80.73
0.98,101.86,1931,2021-07-11T03:52:00Z,5,91.67
0.97,113.37,1930,2021-07-11T03:51:07Z,5,90.69
0.98,103.93,1929,2021-07-11T03:50:23Z,5,107.39
0.97,103.64,1928,2021-07-11T03:45:39Z,5,51.82
0.98,111.59,1927,2021-07-11T03:44:23Z,4,92.99
0.97,98.09,1926,2021-07-11T03:42:39Z,5,80.11
0.98,107.53,1925,2021-07-11T03:41:57Z,5,127.25
0.98,110.04,1924,2021-07-11T02:43:59Z,4,73.36
0.95,85.97,1923,2021-07-11T02:42:46Z,5,87.4
0.97,100.67,1922,2021-07-11T02:41:16Z,5,90.61
0.98,108.54,1921,2021-07-11T02:40:30Z,4,161
0.98,106.15,1920,2021-07-11T02:38:42Z,4,76.07
0.99,102.69,1919,2021-07-11T02:38:05Z,4,121.52
0.97,102.18,1918,2021-07-11T02:37:06Z,5,95.36
0.97,103.34,1917,2021-07-11T02:36:17Z,3,48.23
0.97,102.61,1916,2021-07-11T02:35:43Z,5,70.11
0.98,103.09,1915,2021-07-11T02:34:34Z,5,18.9
0.98,110.84,1914,2021-07-11T02:34:16Z,5,127.46
0.98,106.32,1913,2021-07-11T02:33:33Z,5,104.55
0.97,95.44,1912,2021-07-11T02:32:42Z,5,76.35
0.94,96.96,1911,2021-07-11T02:31:58Z,5,69.49
1,115.48,1910,2021-07-11T02:31:09Z,4,78.91
0.97,97.64,1909,2021-07-11T02:30:42Z,5,56.96
0.98,116.03,1908,2021-07-11T02:27:56Z,4,83.15
0.97,103.29,1907,2021-07-11T02:26:50Z,5,117.06
0.97,111.25,1906,2021-07-11T02:25:59Z,5,66.75
0.98,108.22,1905,2021-07-11T02:25:29Z,5,82.97
0.99,122.49,1904,2021-07-11T00:36:53Z,4,63.29
0.96,107.17,1903,2021-07-11T00:35:54Z,5,146.47
0.98,106.23,1902,2021-07-11T00:35:00Z,5,70.82
0.99,112.62,1901,2021-07-11T00:34:25Z,4,215.86
0.97,95.79,1900,2021-07-11T00:33:12Z,5,175.62
0.96,102.26,1899,2021-07-11T00:31:47Z,5,76.7
0.98,101.99,1898,2021-07-11T00:31:11Z,4,59.5
0.97,94.72,1897,2021-07-11T00:30:26Z,5,85.25
0.97,98.55,1896,2021-07-11T00:29:36Z,5,110.05
0.98,108.68,1895,2021-07-10T21:08:55Z,5,135.85
0.97,99,1894,2021-07-10T21:08:01Z,5,117.14
0.98,107.55,1893,2021-07-10T21:07:01Z,5,91.42
0.97,106.22,1892,2021-07-10T21:06:16Z,5,113.3
0.96,95.04,1891,2021-07-10T21:05:02Z,5,106.13
0.98,103.55,1890,2021-07-10T21:04:04Z,3,86.29
0.98,114.62,1889,2021-07-10T21:03:19Z,5,103.16
0.97,106.16,1888,2021-07-10T21:02:31Z,5,46
0.99,108.19,1887,2021-07-10T21:00:32Z,5,79.34
0.98,106.12,1886,2021-07-10T20:59:46Z,5,136.18
1,109.9,1885,2021-07-10T20:58:37Z,4,56.78
0.98,108.91,1884,2021-07-10T20:53:35Z,5,88.95
0.98,101.74,1883,2021-07-10T20:38:09Z,4,76.3
0.97,103.03,1882,2021-07-10T20:36:51Z,4,91.01
0.97,100.83,1881,2021-07-10T20:34:21Z,4,68.9
0.98,105.75,1880,2021-07-10T20:33:04Z,5,49.35
0.99,107.6,1879,2021-07-10T20:31:38Z,5,148.85
0.97,106.91,1878,2021-07-10T20:09:51Z,5,119.38
0.97,104.19,1877,2021-07-10T20:06:53Z,4,102.46
0.99,116.64,1876,2021-07-10T20:05:13Z,4,209.95
1,131.03,1875,2021-07-10T20:03:38Z,4,52.41
0.98,115.63,1874,2021-07-10T04:01:10Z,5,67.45
0.97,102.33,1873,2021-07-10T04:00:38Z,5,54.58
0.98,109.74,1872,2021-07-10T03:58:42Z,2,102.42
0.99,121.73,1871,2021-07-10T03:57:06Z,5,77.1
0.98,101.08,1870,2021-07-10T03:54:49Z,5,114.56
0.98,98.16,1869,2021-07-10T03:52:38Z,5,45.81
0.98,103.73,1868,2021-07-10T03:50:54Z,5,82.99
0.98,108.56,1867,2021-07-10T03:49:29Z,5,139.32
0.98,107.38,1866,2021-07-10T03:48:35Z,3,64.43
0.99,109.68,1865,2021-07-10T03:48:01Z,5,96.89
0.97,101.31,1864,2021-07-10T03:47:24Z,5,87.81
0.98,109.3,1863,2021-07-10T03:43:53Z,5,92.91
0.97,101.84,1862,2021-07-10T03:41:48Z,5,74.68
0.97,91.13,1861,2021-07-10T03:39:44Z,4,42.53
0.97,107.97,1860,2021-07-10T03:39:15Z,5,93.58
0.98,100.18,1859,2021-07-10T03:36:41Z,5,53.43
0.99,108.15,1858,2021-07-10T02:46:58Z,5,63.08
0.97,110,1857,2021-07-10T02:46:22Z,5,75.17
0.99,120.56,1856,2021-07-10T02:45:07Z,5,98.46
0.97,105.88,1855,2021-07-10T02:44:30Z,4,65.29
0.98,104.48,1854,2021-07-10T02:42:52Z,5,132.34
1,135.55,1853,2021-07-10T02:41:52Z,5,36.15
0.98,110.16,1852,2021-07-10T02:38:11Z,5,86.29
0.97,101.59,1851,2021-07-10T02:30:32Z,5,76.19
0.99,114.67,1850,2021-07-10T02:28:18Z,4,101.29
1,122.76,1849,2021-07-10T02:27:39Z,5,102.3
0.97,111.88,1848,2021-07-10T02:27:03Z,5,80.18
0.98,109.8,1847,2021-07-10T02:24:55Z,5,128.1
0.98,115.65,1846,2021-07-10T02:23:50Z,5,57.82
0.99,104.14,1845,2021-07-10T02:23:16Z,5,91.99
0.97,105.82,1844,2021-07-10T02:20:36Z,5,95.24
0.96,88.94,1843,2021-07-10T02:17:46Z,3,51.88
0.98,113.89,1842,2021-07-10T02:17:16Z,4,98.71
0.97,108,1841,2021-07-10T02:06:21Z,5,79.2
0.98,111.44,1840,2021-07-10T02:05:48Z,3,96.58
0.98,119.68,1839,2021-07-10T02:04:06Z,2,147.61
0.98,99.86,1838,2021-07-10T02:03:01Z,5,103.19
0.99,122,1837,2021-07-10T02:02:07Z,5,87.43
0.97,95.11,1836,2021-07-10T02:01:32Z,3,60.24
0.98,113.55,1835,2021-07-10T01:57:33Z,4,179.78
0.99,122.26,1834,2021-07-10T01:56:21Z,2,59.09
0.98,108.41,1833,2021-07-10T01:52:57Z,5,124.67
0.97,99.5,1832,2021-07-10T01:46:20Z,2,109.46
0.99,102.81,1831,2021-07-10T01:34:01Z,3,114.81
0.98,115.58,1830,2021-07-10T01:32:57Z,4,75.13
0.97,95.91,1829,2021-07-09T20:36:42Z,4,70.34
0.98,116.5,1828,2021-07-09T20:35:23Z,5,118.44
0.97,114.25,1827,2021-07-09T20:34:05Z,5,118.06
0.97,107.56,1826,2021-07-09T20:33:12Z,5,193.61
0.98,108.63,1825,2021-07-09T20:31:23Z,5,85.09
0.97,103.91,1824,2021-07-09T20:30:41Z,5,133.35
0.99,107.13,1823,2021-07-09T20:29:44Z,4,42.85
0.98,119.84,1822,2021-07-09T20:29:18Z,5,87.88
0.97,94.66,1821,2021-07-09T20:28:46Z,5,85.2
0.97,93.87,1820,2021-07-09T20:28:05Z,5,71.97
0.97,94.87,1819,2021-07-09T20:27:22Z,5,109.1
0.97,94.43,1818,2021-07-09T20:26:04Z,5,70.83
0.99,106.15,1817,2021-07-09T20:25:16Z,5,35.38
0.97,109.27,1816,2021-07-09T20:24:52Z,5,45.53
0.98,104.69,1815,2021-07-09T20:24:25Z,4,202.41
0.97,92.77,1814,2021-07-09T20:23:11Z,5,78.86
0.99,114.23,1813,2021-07-09T20:22:29Z,5,85.67
0.96,94.21,1812,2021-07-09T20:21:49Z,5,97.35
0.98,99.58,1811,2021-07-09T20:20:50Z,5,89.62
0.98,99.26,1810,2021-07-09T20:20:01Z,5,90.99
0.98,106.45,1809,2021-07-09T20:19:17Z,5,67.42
0.98,110.33,1808,2021-07-09T20:18:40Z,5,123.21
0.97,91.37,1807,2021-07-09T20:14:41Z,5,121.83
0.97,100.19,1806,2021-07-09T20:13:34Z,5,71.8
0.97,98.81,1805,2021-07-09T19:57:04Z,5,49.41
0.99,106.41,1804,2021-07-09T19:08:18Z,5,65.62
0.97,103.01,1803,2021-07-09T19:07:48Z,5,176.84
0.95,97.56,1802,2021-07-09T19:06:35Z,5,66.67
0.98,107.86,1801,2021-07-09T19:05:54Z,5,118.65
0.98,103.53,1800,2021-07-09T18:08:49Z,5,43.14
0.99,104.46,1799,2021-07-09T18:06:52Z,3,73.12
0.98,114.76,1798,2021-07-09T18:06:18Z,5,86.07
0.97,109.32,1797,2021-07-09T18:05:17Z,5,78.35
0.97,97.76,1796,2021-07-09T18:03:07Z,5,125.46
0.99,114.5,1795,2021-07-09T18:01:58Z,5,112.59
0.98,104.21,1794,2021-07-09T18:01:11Z,5,97.26
0.98,106.29,1793,2021-07-09T18:00:24Z,4,131.09
0.97,99.02,1792,2021-07-09T17:58:59Z,5,56.11
0.97,106.1,1791,2021-07-09T17:58:26Z,3,118.48
0.96,97.13,1790,2021-07-09T17:57:44Z,5,59.89
0.98,110.73,1789,2021-07-09T17:55:01Z,5,60.9
0.98,116.03,1788,2021-07-09T17:54:28Z,5,85.09
0.98,100.79,1787,2021-07-09T17:53:14Z,5,105.83
0.98,111.59,1786,2021-07-09T07:13:58Z,5,98.57
0.98,110.73,1785,2021-07-09T07:12:59Z,5,223.3
0.97,112.55,1784,2021-07-09T07:11:36Z,5,67.53
0.97,110.77,1783,2021-07-09T07:10:59Z,4,86.77
0.97,105.76,1782,2021-07-09T06:05:07Z,5,82.84
0.98,115.12,1781,2021-07-09T06:03:55Z,5,90.18
0.98,112.37,1780,2021-07-09T06:03:20Z,5,104.88
0.99,122.14,1779,2021-07-09T06:02:37Z,4,57
0.97,102.51,1778,2021-07-09T06:01:04Z,4,198.18
0.97,100.26,1777,2021-07-09T05:53:01Z,5,133.68
0.98,113.88,1776,2021-07-09T05:36:58Z,4,72.13
0.98,111.47,1775,2021-07-09T05:13:48Z,4,196.93
0.98,111.82,1774,2021-07-09T05:12:03Z,5,76.41
0.97,108.96,1773,2021-07-09T05:11:32Z,5,78.09
0.98,107.94,1772,2021-07-09T05:10:52Z,5,93.55
0.99,115.54,1771,2021-07-09T05:10:07Z,5,102.06
0.98,114.61,1770,2021-07-09T05:08:37Z,5,106.97
0.98,109.66,1769,2021-07-09T05:07:35Z,5,118.8
0.97,98.51,1768,2021-07-09T05:04:28Z,5,121.5
0.99,113.16,1767,2021-07-09T05:01:47Z,5,50.92
0.97,104.45,1766,2021-07-09T05:01:16Z,4,168.86
0.97,103.61,1765,2021-07-09T05:00:09Z,5,63.89
0.97,94.66,1764,2021-07-09T04:58:04Z,5,75.73
0.98,117.91,1763,2021-07-09T04:57:20Z,4,72.71
0.99,107.59,1762,2021-07-09T04:56:10Z,5,59.17
0.98,116.6,1761,2021-07-09T04:55:32Z,4,97.16
0.98,103.23,1760,2021-07-09T04:54:22Z,5,70.54
0.98,113.45,1759,2021-07-09T04:53:47Z,5,66.18
0.97,104.16,1758,2021-07-09T04:52:42Z,5,130.21
0.98,110.17,1757,2021-07-09T04:28:22Z,5,82.63
0.97,100.4,1756,2021-07-09T04:27:46Z,3,148.93
0.98,113.76,1755,2021-07-09T04:12:51Z,2,85.32
0.98,103.87,1754,2021-07-09T04:09:23Z,5,65.78
0.98,105.21,1753,2021-07-09T04:08:45Z,3,91.18
0.98,108.06,1752,2021-07-09T04:08:06Z,5,70.24
0.97,109.96,1751,2021-07-09T04:04:29Z,5,104.47
0.99,126.58,1750,2021-07-09T04:02:27Z,5,84.39
0.98,116.17,1749,2021-07-09T04:01:53Z,5,205.24
0.97,98.25,1748,2021-07-09T04:00:38Z,5,157.2
0.95,97.2,1747,2021-07-09T03:58:23Z,4,46.98
0.98,108.59,1746,2021-07-09T03:57:52Z,5,86.87
0.98,116.11,1745,2021-07-09T03:57:14Z,5,96.76
0.99,101.45,1744,2021-07-09T03:56:37Z,4,76.09
0.97,93.53,1743,2021-07-09T03:55:55Z,5,40.53
0.98,94.1,1742,2021-07-09T03:55:23Z,5,81.56
0.98,119.29,1741,2021-07-09T03:54:04Z,5,129.23
0.98,116.48,1740,2021-07-09T03:52:58Z,5,85.42
0.95,95.01,1739,2021-07-08T01:26:26Z,5,74.42
0.97,108.81,1738,2021-07-07T23:51:44Z,3,65.28
0.99,115.06,1737,2021-07-07T23:51:06Z,5,70.95
0.97,101.08,1736,2021-07-07T23:50:33Z,5,72.44
0.96,95.69,1735,2021-07-07T23:49:51Z,5,60.6
0.99,110.53,1734,2021-07-07T23:49:14Z,5,97.63
0.98,121.29,1733,2021-07-07T23:48:32Z,3,163.74
0.99,119.75,1732,2021-07-07T23:45:37Z,5,93.8
0.98,103.35,1731,2021-07-07T23:45:04Z,3,122.3
0.96,104.1,1730,2021-07-07T23:41:56Z,3,83.28
0.98,112.3,1729,2021-07-07T23:41:13Z,5,112.3
0.98,109.52,1728,2021-07-07T23:38:45Z,4,136.9
0.97,106.04,1727,2021-07-07T23:29:01Z,5,77.76
0.98,109.12,1726,2021-07-07T23:27:18Z,4,129.12
0.99,113.19,1725,2021-07-07T23:22:29Z,5,94.33
0.98,113.66,1724,2021-07-07T23:06:36Z,5,125.02
0.98,117.58,1723,2021-07-07T22:10:49Z,5,76.43
0.98,104.52,1722,2021-07-07T22:09:22Z,5,99.3
1,134.9,1721,2021-07-07T22:07:58Z,5,83.19
0.97,102.78,1720,2021-07-07T20:00:19Z,5,56.53
0.97,99.47,1719,2021-07-07T19:55:47Z,5,59.68
0.98,108.89,1718,2021-07-07T19:55:07Z,4,94.37
0.97,97,1717,2021-07-07T19:54:31Z,4,185.91
0.98,106.52,1716,2021-07-07T19:46:42Z,2,152.67
0.98,121.16,1715,2021-07-07T19:40:40Z,4,86.83
0.98,113.59,1714,2021-07-07T19:37:45Z,5,102.23
0.97,99.84,1713,2021-07-07T19:36:36Z,4,58.24
0.98,108.39,1712,2021-07-07T19:35:08Z,5,117.42
0.99,123.04,1711,2021-07-07T18:44:49Z,5,77.93
0.99,118.38,1710,2021-07-07T18:32:46Z,3,73
0.99,106.96,1709,2021-07-07T18:22:08Z,5,69.52
0.96,103.98,1708,2021-07-07T18:21:39Z,5,88.39
0.98,105.11,1707,2021-07-07T18:20:54Z,5,92.84
0.98,119.35,1706,2021-07-07T18:20:06Z,3,109.41
0.98,106.8,1705,2021-07-07T18:18:45Z,5,62.3
0.98,114.31,1704,2021-07-07T18:18:00Z,5,83.83
0.98,117.69,1703,2021-07-07T18:17:29Z,2,82.38
0.98,117.82,1702,2021-07-07T18:14:36Z,5,131.56
0.97,112.7,1701,2021-07-07T18:13:04Z,4,69.5
0.98,117.02,1700,2021-07-07T18:10:59Z,5,76.06
0.99,119.5,1699,2021-07-07T18:10:19Z,4,145.39
0.98,108.65,1698,2021-07-07T18:09:31Z,5,72.43
0.98,101.04,1697,2021-07-07T18:08:49Z,4,122.93
0.97,99.98,1696,2021-07-06T16:38:52Z,2,68.32
0.98,115.84,1695,2021-07-06T16:38:14Z,4,98.46
0.97,108.99,1694,2021-07-06T16:36:40Z,5,79.92
0.99,140.59,1693,2021-07-06T16:36:06Z,5,63.26
0.98,108.18,1692,2021-07-06T16:35:44Z,2,81.13
0.99,128.24,1691,2021-07-06T16:34:47Z,4,81.22
0.98,112.68,1690,2021-07-06T16:34:16Z,4,157.76
0.97,101.47,1689,2021-07-06T16:31:20Z,5,82.87
0.98,103.66,1688,2021-07-06T15:55:17Z,3,77.74
0.97,101.3,1687,2021-07-06T15:54:33Z,4,65.85
0.97,105.54,1686,2021-07-06T15:53:49Z,4,119.62
0.97,104.17,1685,2021-07-06T15:52:56Z,3,130.21
0.99,120.24,1684,2021-07-06T15:51:46Z,4,128.26
0.99,114.25,1683,2021-07-06T15:50:59Z,5,70.45
0.99,107.2,1682,2021-07-06T15:49:39Z,5,58.96
0.98,99.39,1681,2021-07-06T15:49:04Z,5,57.98
0.97,103.06,1680,2021-07-06T15:48:27Z,5,72.14
0.99,116.03,1679,2021-07-06T15:47:28Z,5,65.75
0.97,104.66,1678,2021-07-06T15:46:52Z,5,104.66
0.97,98.53,1677,2021-07-06T15:46:01Z,5,91.96
0.97,98.24,1676,2021-07-06T15:45:14Z,4,114.62
0.98,100.4,1675,2021-07-06T15:40:07Z,5,80.32
0.98,103.24,1674,2021-07-06T15:39:23Z,5,115.29
0.99,116.11,1673,2021-07-06T15:38:21Z,5,65.79
0.98,110.01,1672,2021-07-05T23:39:50Z,5,185.18
0.98,110.91,1671,2021-07-05T23:38:36Z,4,171.91
0.98,108.1,1670,2021-07-05T23:37:34Z,5,91.89
0.97,105.89,1669,2021-07-05T23:36:47Z,4,158.84
0.97,98.32,1668,2021-07-05T23:35:13Z,3,68.82
1,118.07,1667,2021-07-05T23:34:40Z,5,51.16
0.98,107.47,1666,2021-07-05T23:34:17Z,3,84.18
0.97,99.65,1665,2021-07-05T05:09:06Z,5,134.52
0.98,108.82,1664,2021-07-05T05:07:59Z,4,154.17
0.99,118.1,1663,2021-07-05T05:04:49Z,5,116.13
0.98,106.73,1662,2021-07-05T04:58:18Z,5,129.86
0.99,106.76,1661,2021-07-05T04:57:22Z,4,42.7
0.96,101.84,1660,2021-07-05T04:55:45Z,5,62.8
0.97,107.99,1659,2021-07-05T04:52:18Z,5,72
0.98,106.32,1658,2021-07-05T04:50:50Z,5,72.65
0.98,106.78,1657,2021-07-05T04:48:25Z,5,90.76
0.99,117.27,1656,2021-07-05T04:46:15Z,5,72.32
0.99,124.46,1655,2021-07-05T04:45:43Z,5,43.56
0.99,112.43,1654,2021-07-05T04:45:18Z,5,69.33
0.97,103.79,1653,2021-07-05T04:43:35Z,5,81.3
0.97,98,1652,2021-07-05T04:41:35Z,3,68.6
0.98,89.77,1651,2021-07-05T04:39:58Z,5,44.88
0.97,103.88,1650,2021-07-05T04:38:51Z,5,79.64
0.98,116.71,1649,2021-07-05T04:38:09Z,4,91.42
1,123.31,1648,2021-07-05T04:37:25Z,5,86.32
0.95,96.83,1647,2021-07-05T04:36:50Z,5,66.16
0.97,102,1646,2021-07-05T04:36:08Z,5,74.8
0.97,103.55,1645,2021-07-05T04:35:29Z,2,101.83
0.99,105.62,1644,2021-07-05T04:20:15Z,5,73.93
0.98,100.57,1643,2021-07-05T04:08:53Z,3,87.16
0.98,108.58,1642,2021-07-05T00:45:42Z,4,157.44
0.97,109.56,1641,2021-07-05T00:44:24Z,5,65.74
0.98,115.32,1640,2021-07-05T00:43:37Z,4,134.54
0.98,112.16,1639,2021-07-05T00:41:02Z,5,78.51
0.97,108.95,1638,2021-07-05T00:40:04Z,4,65.37
0.98,107.48,1637,2021-07-05T00:39:34Z,4,84.19
0.98,108.42,1636,2021-07-05T00:38:54Z,4,88.54
0.97,102.89,1635,2021-07-05T00:37:55Z,4,132.04
0.99,113.4,1634,2021-07-05T00:34:51Z,5,51.03
0.98,108.77,1633,2021-07-04T23:14:02Z,3,139.59
0.98,111.99,1632,2021-07-04T23:12:53Z,3,160.52
0.98,104.78,1631,2021-07-04T23:11:54Z,5,71.6
0.97,101.46,1630,2021-07-04T23:10:48Z,4,118.37
0.97,107.3,1629,2021-07-04T23:09:04Z,3,171.68
0.98,111.38,1628,2021-07-04T23:07:45Z,4,113.24
0.97,111.86,1627,2021-07-04T23:06:29Z,5,106.27
0.98,99.12,1626,2021-07-04T23:05:48Z,4,133.81
0.97,108.41,1625,2021-07-04T04:25:26Z,5,83.12
0.98,102.66,1624,2021-07-04T02:59:28Z,5,138.59
0.97,104.62,1623,2021-07-03T02:07:29Z,5,153.44
0.98,114.96,1622,2021-07-03T02:05:41Z,5,137.95
0.99,112.08,1621,2021-07-03T02:00:36Z,5,80.33
1,129.01,1620,2021-07-03T01:58:03Z,5,45.15
0.98,105.55,1619,2021-07-03T01:57:39Z,5,82.68
0.98,112.91,1618,2021-07-03T01:55:44Z,4,86.56
0.99,120.82,1617,2021-07-03T01:53:54Z,5,102.7
0.98,123.33,1616,2021-07-03T01:51:42Z,3,82.22
0.97,100.16,1615,2021-07-03T01:50:08Z,3,70.11
0.97,108.74,1614,2021-07-03T01:49:27Z,5,94.24
0.97,95.79,1613,2021-07-03T01:47:10Z,5,91
0.98,107.89,1612,2021-07-03T01:46:24Z,4,66.53
0.98,114.19,1611,2021-07-03T01:45:49Z,4,108.48
0.98,110.86,1610,2021-07-03T00:58:55Z,5,81.3
0.97,107.69,1609,2021-07-03T00:58:14Z,4,154.35
0.98,115.58,1608,2021-07-03T00:57:09Z,3,107.87
0.97,108.05,1607,2021-07-03T00:55:34Z,4,190.88
0.98,104.16,1606,2021-07-03T00:54:00Z,5,76.38
0.97,106.93,1605,2021-07-03T00:52:44Z,4,98.02
0.96,99.19,1604,2021-07-03T00:52:00Z,4,54.56
0.99,112.54,1603,2021-07-03T00:51:33Z,4,90.03
0.97,107.69,1602,2021-07-03T00:47:33Z,4,174.1
0.98,105.56,1601,2021-07-03T00:46:24Z,5,91.49
0.98,113.81,1600,2021-07-03T00:15:54Z,4,130.88
0.97,97.82,1599,2021-07-03T00:14:27Z,5,73.37
0.99,128.28,1598,2021-07-02T17:16:30Z,5,153.94
0.99,114.99,1597,2021-07-02T17:15:22Z,4,80.5
0.98,106.08,1596,2021-07-02T17:13:28Z,4,122
0.99,119.11,1595,2021-07-02T17:12:40Z,5,75.44
0.98,111.25,1594,2021-07-02T17:11:32Z,5,176.15
0.98,112.76,1593,2021-07-02T17:09:42Z,3,107.12
0.98,108.31,1592,2021-07-02T16:57:08Z,5,68.59
0.99,120.96,1591,2021-07-02T16:21:26Z,5,80.64
0.98,111.4,1590,2021-07-02T16:19:15Z,5,74.27
0.97,105.45,1589,2021-07-02T16:18:43Z,5,105.45
