accuracy,wpm,game_num,time,racers_num,points
0.99,106.43,703,2021-05-15T19:40:20Z,5,88.69
0.97,94.94,702,2021-05-15T19:31:23Z,5,112.35
0.98,106.05,701,2021-05-15T19:30:18Z,5,118.43
0.99,117.84,700,2021-05-15T19:29:26Z,5,70.71
0.98,110.73,699,2021-05-15T19:28:41Z,5,179.01
0.97,102,698,2021-05-15T18:19:31Z,3,73.1
0.98,100.73,697,2021-05-15T17:57:23Z,5,88.98
0.97,98.19,696,2021-05-15T17:56:35Z,5,109.64
0.99,111.93,695,2021-05-15T17:55:42Z,5,41.04
0.98,103.66,694,2021-05-15T17:55:10Z,5,81.2
0.96,91.42,693,2021-05-15T17:52:23Z,5,59.42
0.98,105.82,692,2021-05-15T17:50:36Z,3,174.6
0.99,110.93,691,2021-05-15T17:49:06Z,5,53.62
0.98,111.15,690,2021-05-15T17:48:39Z,5,68.54
0.98,108.81,689,2021-05-15T17:48:05Z,5,63.48
0.98,106.67,688,2021-05-15T17:47:30Z,5,72.89
0.98,105.43,687,2021-05-15T17:46:55Z,5,117.73
0.98,101.12,686,2021-05-15T17:46:03Z,5,114.6
0.99,117.38,685,2021-05-15T17:45:08Z,5,111.51
0.97,110.41,684,2021-05-15T17:43:50Z,5,106.73
0.97,104.63,683,2021-05-15T17:42:04Z,5,207.52
0.98,102.37,682,2021-05-15T17:01:55Z,5,49.48
0.97,105.72,681,2021-05-15T17:01:20Z,5,88.1
0.96,92.46,680,2021-05-15T16:56:37Z,4,66.26
0.97,97.04,679,2021-05-15T16:55:51Z,5,76.01
0.98,103.81,678,2021-05-15T16:54:34Z,5,91.7
0.99,112.52,677,2021-05-15T16:51:32Z,5,69.39
0.98,116.17,676,2021-05-15T16:50:54Z,5,118.11
0.98,107.43,675,2021-05-15T16:46:11Z,4,114.59
0.98,101.03,674,2021-05-15T16:45:20Z,5,80.82
0.97,104.05,673,2021-05-15T16:39:55Z,5,241.04
0.99,112.99,672,2021-05-15T16:33:51Z,4,167.6
0.99,115.71,671,2021-05-15T16:32:48Z,5,104.14
0.98,114.03,670,2021-05-15T16:30:41Z,5,98.83
0.98,108.4,669,2021-05-15T16:26:45Z,4,95.75
0.99,120.92,668,2021-05-15T16:18:23Z,5,92.71
0.98,114.13,667,2021-05-15T16:11:38Z,5,173.09
0.97,97.55,666,2021-05-15T16:09:07Z,5,95.92
0.98,112.41,665,2021-05-15T02:22:40Z,5,67.45
0.96,93.93,664,2021-05-15T02:20:58Z,5,67.31
0.98,107.61,663,2021-05-15T02:20:21Z,4,68.15
0.98,111.77,662,2021-05-15T02:18:33Z,5,145.3
0.99,102.51,661,2021-05-15T02:17:23Z,5,63.22
0.98,107.66,660,2021-05-15T02:15:34Z,5,113.04
0.98,101.34,659,2021-05-15T02:14:46Z,5,92.9
0.98,102.96,658,2021-05-15T02:13:19Z,4,90.95
0.97,85.9,657,2021-05-15T02:12:29Z,5,41.52
0.98,106.77,656,2021-05-15T02:11:52Z,3,129.91
0.97,104.01,655,2021-05-15T02:10:50Z,5,52
0.98,102.15,654,2021-05-15T02:10:19Z,4,108.96
0.98,113.27,653,2021-05-15T02:08:25Z,5,69.85
0.99,105.1,652,2021-05-15T02:06:50Z,5,77.08
0.99,122.31,651,2021-05-15T02:06:08Z,5,130.47
0.98,111.68,650,2021-05-15T02:03:18Z,5,117.26
0.98,109.98,649,2021-05-14T21:04:39Z,4,91.65
1,121.78,648,2021-05-14T20:49:33Z,5,85.25
0.98,108.44,647,2021-05-14T01:35:33Z,4,48.8
0.98,96.63,646,2021-05-14T01:34:31Z,5,62.81
1,129.41,645,2021-05-14T01:33:37Z,5,105.68
0.98,108.96,644,2021-05-14T00:03:34Z,2,165.26
0.98,101.61,643,2021-05-14T00:02:28Z,5,62.66
0.96,94.95,642,2021-05-14T00:01:43Z,5,52.22
0.98,109.99,641,2021-05-14T00:01:08Z,5,80.66
0.98,104.54,640,2021-05-14T00:00:30Z,5,60.98
0.98,111.34,639,2021-05-13T23:59:09Z,5,85.36
0.98,109.61,638,2021-05-13T23:34:40Z,4,158.93
1,110.04,637,2021-05-13T23:32:47Z,5,69.69
0.98,105.22,636,2021-05-13T23:31:26Z,4,82.42
0.98,111.75,635,2021-05-13T23:30:11Z,5,87.54
0.99,124.27,634,2021-05-13T23:29:32Z,5,136.7
0.98,105.51,633,2021-05-13T21:09:00Z,5,107.27
0.99,133.55,632,2021-05-13T20:41:12Z,5,66.78
0.98,112.34,631,2021-05-13T20:24:34Z,5,303.32
0.99,117.81,630,2021-05-13T15:08:43Z,5,104.07
0.98,99.48,629,2021-05-13T12:43:11Z,4,121.03
0.98,100,628,2021-05-13T12:42:06Z,5,56.66
0.99,123.42,627,2021-05-12T21:52:04Z,5,98.74
0.99,104.07,626,2021-05-12T21:48:32Z,4,98.87
0.98,110.45,625,2021-05-12T21:47:43Z,4,71.79
0.98,119.78,624,2021-05-12T20:37:15Z,4,81.85
0.99,121.05,623,2021-05-12T19:00:23Z,5,72.63
0.98,105.12,622,2021-05-12T17:03:23Z,5,70.08
0.98,107.81,621,2021-05-12T03:04:08Z,5,66.48
0.98,112.14,620,2021-05-12T03:03:31Z,5,112.14
0.97,99.71,619,2021-05-12T01:00:40Z,4,99.71
0.98,112.52,618,2021-05-12T00:59:53Z,5,95.64
0.97,117.23,617,2021-05-12T00:59:14Z,2,70.34
1,124.58,616,2021-05-12T00:58:33Z,5,99.67
0.99,120.32,615,2021-05-12T00:58:00Z,4,84.22
0.99,123.89,614,2021-05-12T00:57:28Z,5,99.12
0.99,112.13,613,2021-05-12T00:55:58Z,4,80.36
0.98,125.13,612,2021-05-12T00:55:19Z,5,98.02
0.97,116.69,611,2021-05-11T21:50:28Z,5,110.86
0.97,105.2,610,2021-05-10T02:51:02Z,5,56.11
0.98,116.68,609,2021-05-10T02:48:33Z,5,126.4
0.98,115.37,608,2021-05-10T02:47:49Z,5,123.06
0.98,111.09,607,2021-05-10T02:46:52Z,5,81.46
1,145.06,606,2021-05-10T02:39:56Z,5,84.62
0.98,113.07,605,2021-05-10T02:39:15Z,4,130.03
0.98,117.21,604,2021-05-10T02:36:53Z,5,87.91
0.97,99.5,603,2021-05-10T02:36:15Z,4,84.58
0.96,107.88,602,2021-05-10T02:35:19Z,4,77.31
0.99,120.13,601,2021-05-10T02:34:48Z,4,202.23
1,123.22,600,2021-05-10T02:33:18Z,5,100.63
0.99,112.91,599,2021-05-10T02:26:55Z,5,203.23
1,122.46,598,2021-05-10T01:12:56Z,5,122.46
0.98,106.07,597,2021-05-10T01:12:18Z,4,81.32
0.96,98.66,596,2021-05-10T01:11:37Z,5,49.33
0.97,104.14,595,2021-05-10T01:11:06Z,5,69.43
0.98,111.08,594,2021-05-10T00:09:25Z,3,116.64
1,123.67,593,2021-05-10T00:08:36Z,5,101
0.99,112.73,592,2021-05-10T00:07:59Z,5,142.79
0.98,99.15,591,2021-05-10T00:07:02Z,5,59.49
0.98,106.08,590,2021-05-09T19:38:03Z,5,90.17
0.98,111.88,589,2021-05-09T19:37:14Z,5,72.72
0.99,114.4,588,2021-05-09T05:51:39Z,4,83.89
0.99,108.78,587,2021-05-09T05:49:55Z,5,90.65
0.98,96.81,586,2021-05-09T04:56:48Z,5,82.29
0.99,119.5,585,2021-05-09T04:56:00Z,5,85.64
0.98,110.93,584,2021-05-09T04:55:20Z,5,72.1
0.98,108.03,583,2021-05-09T02:42:52Z,5,115.23
0.99,110.18,582,2021-05-09T02:41:30Z,5,95.49
0.97,102.35,581,2021-05-09T01:35:02Z,5,81.88
0.97,93.21,580,2021-05-09T01:33:53Z,5,87
0.98,109.42,579,2021-05-09T01:33:07Z,5,98.48
0.97,100.63,578,2021-05-09T01:32:19Z,5,57.02
0.99,111.75,577,2021-05-09T01:31:29Z,5,68.91
0.98,112.5,576,2021-05-09T01:26:26Z,5,101.25
0.97,101.89,575,2021-05-09T01:25:37Z,5,83.21
0.98,108.6,574,2021-05-09T01:23:40Z,3,112.22
1,124.24,573,2021-05-09T01:22:39Z,5,68.33
0.98,106.43,572,2021-05-09T01:21:23Z,5,63.86
0.97,108.8,571,2021-05-09T01:18:19Z,5,94.3
0.99,126.25,570,2021-05-09T01:17:07Z,3,153.6
1,134.17,569,2021-05-09T01:16:19Z,5,42.49
0.97,106.75,568,2021-05-09T01:13:18Z,4,117.42
0.96,102,567,2021-05-09T01:05:47Z,5,74.8
0.98,109.56,566,2021-05-08T02:28:30Z,5,69.39
0.99,110.36,565,2021-05-08T02:28:02Z,5,88.29
0.98,110.6,564,2021-05-08T02:26:28Z,5,70.05
0.98,116.08,563,2021-05-08T02:25:54Z,3,110.27
0.97,96.74,562,2021-05-08T02:25:02Z,5,48.37
0.98,99.82,561,2021-05-08T02:24:32Z,4,78.19
0.99,116.29,560,2021-05-08T02:23:51Z,5,73.65
0.99,116.47,559,2021-05-08T02:23:15Z,5,130.06
0.97,104.49,558,2021-05-08T02:22:30Z,5,135.84
0.98,125.93,557,2021-05-08T02:21:31Z,4,107.04
0.98,100.33,556,2021-05-08T02:20:49Z,3,36.79
0.99,124.7,555,2021-05-08T02:20:18Z,4,120.55
0.98,110.61,554,2021-05-08T02:18:47Z,5,68.21
0.99,118.18,553,2021-05-08T02:03:43Z,5,147.73
0.98,113.54,552,2021-05-08T02:02:51Z,5,87.05
0.98,119.65,551,2021-05-08T02:01:42Z,5,89.74
0.98,98.03,550,2021-05-06T23:30:49Z,5,58.82
0.98,102.79,549,2021-05-06T23:30:12Z,5,92.51
0.98,109.88,548,2021-05-06T23:29:25Z,5,102.55
0.99,125.89,547,2021-05-06T23:28:41Z,5,75.53
0.99,102.56,546,2021-05-06T23:28:15Z,5,42.73
0.98,110.95,545,2021-05-06T23:27:43Z,5,77.67
0.99,119.08,544,2021-05-06T23:27:08Z,5,142.9
0.96,92.65,543,2021-05-06T23:26:18Z,4,67.95
0.99,131.22,542,2021-05-06T23:25:30Z,5,45.93
0.98,111.35,541,2021-05-06T23:24:31Z,5,178.17
0.97,102.4,540,2021-05-06T23:23:32Z,4,63.15
0.97,82.96,539,2021-05-06T20:42:31Z,3,89.87
0.98,102.29,538,2021-05-06T16:19:22Z,4,61.37
0.99,127.9,537,2021-05-06T16:18:46Z,5,34.11
0.99,112.4,536,2021-05-06T14:06:18Z,4,78.68
0.98,95.83,535,2021-05-06T02:01:15Z,3,44.72
0.97,106.21,534,2021-05-06T01:59:21Z,4,107.98
0.99,116.56,533,2021-05-06T01:56:56Z,5,79.65
1,120.63,532,2021-05-05T22:53:04Z,5,78.41
0.98,118.7,531,2021-05-05T22:52:30Z,5,69.24
1,128,530,2021-05-05T02:11:59Z,5,66.14
0.98,104.9,529,2021-05-05T02:11:14Z,5,115.39
0.99,123.06,528,2021-05-05T02:10:20Z,5,67.68
0.99,115.81,527,2021-05-05T02:08:31Z,5,77.21
0.97,112.76,526,2021-05-05T01:21:21Z,5,95.84
0.99,110.18,525,2021-05-05T01:18:47Z,2,141.4
0.99,122.29,524,2021-05-05T01:13:26Z,4,158.98
0.98,114.86,523,2021-05-04T22:35:07Z,4,212.49
0.99,121.15,522,2021-05-04T22:33:14Z,4,100.95
0.98,106.3,521,2021-05-04T02:43:17Z,5,86.81
0.98,100.75,520,2021-05-04T02:42:33Z,5,38.62
1,123.61,519,2021-05-04T02:41:50Z,3,100.95
0.99,108.4,518,2021-05-04T02:41:14Z,5,130.08
0.96,103.56,517,2021-05-04T02:39:46Z,5,72.49
0.98,98.87,516,2021-05-04T02:38:57Z,4,57.68
0.97,107.76,515,2021-05-04T02:38:15Z,5,79.02
0.98,109.1,514,2021-05-03T22:30:11Z,5,58.19
0.99,100.98,513,2021-05-03T20:23:51Z,5,72.37
0.98,111.94,512,2021-05-03T01:11:33Z,5,194.02
0.99,113.46,511,2021-05-03T01:10:27Z,4,109.68
0.98,101.74,510,2021-05-03T01:09:43Z,5,98.35
0.98,112.6,509,2021-05-03T01:08:53Z,5,73.19
0.99,113.33,508,2021-05-03T01:08:14Z,5,115.22
0.99,113.46,507,2021-05-03T01:07:02Z,5,79.42
0.96,100.79,506,2021-05-03T01:05:19Z,5,136.07
0.97,115,505,2021-05-03T01:04:23Z,5,111.16
0.98,115.55,504,2021-05-03T01:03:40Z,5,171.39
0.98,107.41,503,2021-05-03T01:02:32Z,4,148.58
0.99,112.46,502,2021-05-03T01:01:33Z,3,142.45
0.99,122.14,501,2021-05-03T01:00:40Z,5,91.6
0.99,122.49,500,2021-05-03T00:59:41Z,5,110.24
1,117.84,499,2021-05-02T23:34:42Z,5,88.38
0.98,106.01,498,2021-05-02T21:38:29Z,5,83.04
0.97,98.66,497,2021-05-02T21:28:58Z,2,182.52
0.99,109.01,496,2021-05-02T21:27:34Z,5,112.64
0.98,108.37,495,2021-05-02T21:26:46Z,5,211.32
0.99,115.65,494,2021-05-02T21:25:24Z,5,69.39
0.98,116.39,493,2021-05-02T21:24:00Z,5,71.78
0.97,94.05,492,2021-05-02T21:19:47Z,5,81.51
0.97,103.71,491,2021-05-02T20:17:54Z,5,126.19
0.97,105.92,490,2021-05-02T20:16:16Z,5,102.39
0.97,102.2,489,2021-05-02T20:04:54Z,3,73.24
0.96,92.97,488,2021-05-02T18:42:43Z,5,72.82
0.98,107.73,487,2021-05-02T18:32:29Z,5,68.23
0.97,90.79,486,2021-05-01T05:10:42Z,5,51.45
0.98,113.14,485,2021-05-01T05:10:04Z,5,60.34
0.98,101.13,484,2021-05-01T05:08:07Z,5,57.31
0.99,100.63,483,2021-05-01T05:06:57Z,5,77.15
0.98,105.61,482,2021-05-01T05:00:43Z,5,84.49
0.98,94.74,481,2021-05-01T04:59:46Z,5,110.53
0.99,103.76,480,2021-05-01T04:51:22Z,5,83.01
0.97,88.96,479,2021-05-01T04:24:55Z,4,91.93
0.98,103.59,478,2021-05-01T04:08:53Z,5,136.39
0.98,106.51,477,2021-05-01T04:02:04Z,5,79.88
0.99,111.04,476,2021-05-01T04:01:20Z,5,81.43
0.99,105.37,475,2021-05-01T04:00:43Z,4,147.52
0.97,100.73,474,2021-05-01T03:52:54Z,5,100.73
0.98,107.75,473,2021-05-01T03:04:58Z,4,134.68
0.98,105.46,472,2021-05-01T03:04:02Z,5,100.19
0.98,101.53,471,2021-04-30T22:40:19Z,5,52.46
0.97,97.96,470,2021-04-30T22:39:44Z,5,71.84
0.98,102.34,469,2021-04-30T22:38:39Z,5,150.1
0.99,113.37,468,2021-04-30T22:37:37Z,4,73.69
0.97,103.01,467,2021-04-30T22:37:08Z,5,145.93
0.98,100.75,466,2021-04-30T22:35:49Z,5,53.73
0.98,116.12,465,2021-04-30T22:34:04Z,5,118.05
0.98,107.68,464,2021-04-30T22:33:14Z,5,118.44
0.97,104.04,463,2021-04-30T22:31:18Z,4,88.43
0.99,113.51,462,2021-04-30T22:28:37Z,4,117.29
0.97,103.35,461,2021-04-30T22:26:36Z,4,75.79
0.98,94.31,460,2021-04-30T19:39:26Z,3,62.88
0.97,105.78,459,2021-04-30T19:38:48Z,5,123.41
0.96,104.35,458,2021-04-30T19:37:40Z,3,106.09
0.98,115.78,457,2021-04-30T19:36:54Z,4,121.57
0.97,103.64,456,2021-04-30T19:36:12Z,4,63.91
0.97,110.09,455,2021-04-30T00:47:12Z,5,67.89
0.97,109.1,454,2021-04-29T18:44:27Z,5,65.46
0.97,103.86,453,2021-04-29T18:43:56Z,4,57.12
0.98,110.15,452,2021-04-29T18:43:00Z,5,102.81
0.98,104.45,451,2021-04-29T18:42:11Z,5,45.26
0.98,107.13,450,2021-04-29T18:41:39Z,5,99.99
0.97,100.13,449,2021-04-29T18:20:59Z,5,105.14
0.96,104.33,448,2021-04-29T18:20:15Z,5,52.16
0.99,100.6,447,2021-04-27T23:35:57Z,5,65.39
0.97,97.57,446,2021-04-27T23:35:19Z,5,68.3
0.97,94.34,445,2021-04-27T23:34:02Z,5,56.6
0.97,91.49,444,2021-04-27T23:33:21Z,5,71.67
1,139.08,443,2021-04-27T23:32:33Z,3,108.95
0.98,103.03,442,2021-04-27T23:32:05Z,5,89.29
0.99,112.36,441,2021-04-27T23:31:26Z,5,46.82
0.99,127.11,440,2021-04-27T23:30:59Z,5,91.1
0.98,119.75,439,2021-04-27T23:30:10Z,5,77.84
0.99,100.64,438,2021-04-27T23:29:38Z,5,82.19
0.96,91.01,437,2021-04-27T23:28:56Z,5,60.67
1,123.14,436,2021-04-27T23:28:16Z,5,86.2
0.99,105.49,435,2021-04-27T23:27:42Z,4,73.84
0.98,107.19,434,2021-04-27T23:26:49Z,5,75.03
0.99,112.18,433,2021-04-27T23:26:15Z,5,56.09
0.98,106.42,432,2021-04-27T21:08:09Z,5,117.06
0.96,91.04,431,2021-04-27T21:06:24Z,5,68.28
0.98,98,430,2021-04-27T20:20:37Z,5,84.94
1,119.73,429,2021-04-27T20:19:50Z,5,83.81
0.98,106.29,428,2021-04-27T20:19:18Z,5,99.21
0.99,112.51,427,2021-04-27T20:18:30Z,5,88.13
0.96,86.73,426,2021-04-27T20:17:39Z,5,67.94
0.98,103.04,425,2021-04-27T20:16:39Z,5,164.86
0.96,87.86,424,2021-04-27T20:15:29Z,5,83.47
0.97,95.67,423,2021-04-27T20:14:31Z,3,114.8
1,113.79,422,2021-04-27T20:13:35Z,5,62.59
1,131.48,421,2021-04-27T20:13:03Z,5,89.85
0.98,104.93,420,2021-04-27T17:43:39Z,5,52.47
0.98,112.18,419,2021-04-27T17:43:05Z,5,115.91
0.97,88.38,418,2021-04-27T17:17:07Z,5,51.55
0.97,99.33,417,2021-04-27T17:16:23Z,5,67.87
0.98,101.4,416,2021-04-27T17:04:33Z,5,104.78
0.99,108.57,415,2021-04-26T21:21:52Z,5,155.61
0.98,117.29,414,2021-04-26T21:19:35Z,5,95.79
0.98,105.9,413,2021-04-26T21:17:54Z,5,109.43
1,116.92,412,2021-04-26T20:27:50Z,5,66.26
0.99,119.66,411,2021-04-26T20:26:28Z,5,77.78
0.97,93.49,410,2021-04-26T20:07:26Z,5,96.6
0.99,100.41,409,2021-04-26T15:54:10Z,5,63.59
0.96,99.62,408,2021-04-26T01:02:06Z,5,76.37
0.98,109.83,407,2021-04-26T00:02:19Z,5,102.51
0.98,113.23,406,2021-04-26T00:01:29Z,5,103.79
0.97,99.51,405,2021-04-25T23:59:27Z,5,54.73
0.99,123.43,404,2021-04-25T23:58:24Z,5,131.66
0.99,103.2,403,2021-04-25T23:44:09Z,5,99.76
0.97,103.3,402,2021-04-25T22:31:52Z,5,70.59
0.98,110.99,401,2021-04-25T19:35:57Z,5,73.99
0.99,107.65,400,2021-04-24T17:00:26Z,4,80.73
0.99,105.75,399,2021-04-24T16:57:07Z,3,96.94
0.98,105.77,398,2021-04-24T16:51:23Z,5,116.35
0.98,102.7,397,2021-04-24T16:49:27Z,5,63.33
0.99,109.09,396,2021-04-23T21:58:25Z,4,136.36
0.98,105.49,395,2021-04-23T21:48:51Z,5,87.9
0.98,108.49,394,2021-04-22T16:24:18Z,5,112.11
0.98,98.59,393,2021-04-22T16:19:48Z,5,83.8
0.97,88.85,392,2021-04-22T15:58:11Z,5,109.58
0.98,108.19,391,2021-04-22T15:55:21Z,5,52.29
0.98,101.47,390,2021-04-22T15:54:51Z,5,42.28
0.98,100.59,389,2021-04-21T20:00:09Z,5,122.39
0.97,87.59,388,2021-04-21T01:49:10Z,5,58.39
0.98,109.42,387,2021-04-21T01:01:21Z,5,78.42
0.98,97.13,386,2021-04-20T21:33:12Z,5,119.8
0.98,102.27,385,2021-04-19T21:24:57Z,5,80.11
0.98,95.33,384,2021-04-19T21:24:11Z,5,46.08
0.99,119.6,383,2021-04-19T21:23:37Z,5,89.7
0.97,98.24,382,2021-04-19T15:53:21Z,5,65.5
0.99,106.72,381,2021-04-19T15:52:43Z,4,58.69
0.99,101.47,380,2021-04-19T02:36:15Z,5,55.81
0.97,91.92,379,2021-04-19T02:34:34Z,3,82.73
0.99,116.35,378,2021-04-19T02:33:31Z,5,75.62
0.99,105.28,377,2021-04-19T02:32:41Z,5,103.53
0.97,102.52,376,2021-04-19T02:31:51Z,5,73.47
0.98,100.47,375,2021-04-19T02:05:07Z,5,90.42
0.98,96.2,374,2021-04-18T17:44:21Z,4,94.6
0.98,104.08,373,2021-04-18T17:28:18Z,5,97.14
0.98,107.55,372,2021-04-18T03:17:01Z,5,64.53
0.98,113.26,371,2021-04-18T03:16:26Z,5,71.73
0.98,107.8,370,2021-04-18T03:15:27Z,5,55.7
0.99,116.41,369,2021-04-18T03:14:55Z,4,62.09
0.97,95.7,368,2021-04-18T01:09:56Z,5,94.11
0.98,108.66,367,2021-04-18T01:09:04Z,5,159.37
0.96,92.11,366,2021-04-18T01:08:06Z,5,72.15
0.96,106.95,365,2021-04-18T01:07:20Z,5,89.13
0.97,110.69,364,2021-04-18T01:06:31Z,4,49.81
0.99,106.79,363,2021-04-18T01:06:07Z,5,83.65
0.98,115.9,362,2021-04-18T01:05:27Z,5,162.25
0.97,93.67,361,2021-04-18T01:04:31Z,5,82.74
0.97,100.69,360,2021-04-18T01:03:39Z,5,105.73
0.98,106.92,359,2021-04-18T01:02:21Z,5,60.59
0.98,112.62,358,2021-04-18T01:01:32Z,5,129.51
0.98,105.74,357,2021-04-18T01:00:32Z,5,186.81
0.97,94.79,356,2021-04-17T23:03:10Z,5,71.09
0.98,107.25,355,2021-04-17T22:10:41Z,4,130.48
0.97,98.03,354,2021-04-17T22:08:29Z,5,70.25
0.99,104.18,353,2021-04-17T22:07:44Z,5,65.98
0.98,106.63,352,2021-04-17T22:06:49Z,5,74.64
1,125.26,351,2021-04-17T22:03:07Z,4,73.07
0.98,113.63,350,2021-04-17T22:02:24Z,5,83.33
0.97,99.43,349,2021-04-17T20:08:30Z,5,84.52
1,127.17,348,2021-04-17T20:07:47Z,5,122.93
0.97,100.36,347,2021-04-17T20:07:04Z,5,76.94
0.96,97.22,346,2021-04-17T20:06:26Z,5,48.61
0.97,92.27,345,2021-04-17T20:05:51Z,4,15.38
0.98,97.81,344,2021-04-17T20:05:31Z,5,57.06
0.99,110.24,343,2021-04-17T20:04:49Z,5,69.82
0.99,112.66,342,2021-04-17T20:04:13Z,5,61.96
0.99,111.6,341,2021-04-17T20:03:40Z,5,85.56
0.98,102.29,340,2021-04-17T20:02:03Z,5,119.34
0.98,100.49,339,2021-04-17T20:01:11Z,4,118.91
0.99,109.46,338,2021-04-17T18:14:42Z,5,113.11
0.99,99.98,337,2021-04-16T22:05:16Z,5,98.31
0.97,100.97,336,2021-04-16T21:22:34Z,5,79.09
0.98,103.67,335,2021-04-16T21:21:50Z,5,69.11
0.96,96.2,334,2021-04-16T21:21:10Z,5,97.8
0.98,121.72,333,2021-04-16T21:20:11Z,5,83.17
0.96,97.53,332,2021-04-16T21:18:58Z,4,86.15
0.97,95.25,331,2021-04-16T21:17:29Z,5,120.64
0.97,94.21,330,2021-04-16T21:16:29Z,5,125.62
0.98,107.34,329,2021-04-16T21:15:22Z,5,93.02
0.97,101.32,328,2021-04-16T21:14:37Z,4,136.78
0.99,116.96,327,2021-04-16T21:13:31Z,2,91.62
0.98,111.23,326,2021-04-16T21:12:54Z,5,107.52
0.99,106.4,325,2021-04-16T21:12:18Z,5,118.82
0.98,96.58,324,2021-04-16T20:40:09Z,5,99.8
0.99,109.89,323,2021-04-16T20:20:54Z,5,100.73
0.98,98.33,322,2021-04-16T01:42:51Z,5,52.44
0.99,109.5,321,2021-04-16T01:42:16Z,5,133.22
0.98,116.19,320,2021-04-16T01:41:17Z,5,91.02
0.97,109.06,319,2021-04-16T01:39:59Z,5,76.34
0.98,99.57,318,2021-04-16T01:08:18Z,5,71.36
0.98,102.37,317,2021-04-16T01:07:38Z,5,69.96
0.97,95.68,316,2021-04-16T01:07:04Z,5,121.19
0.98,104.09,315,2021-04-16T01:05:59Z,5,126.65
0.99,101.46,314,2021-04-16T01:05:02Z,5,57.49
0.98,113.97,313,2021-04-15T21:54:28Z,5,110.17
0.97,96.76,312,2021-04-15T20:58:47Z,5,137.07
0.98,110.72,311,2021-04-14T22:30:30Z,5,81.19
0.97,104.08,310,2021-04-14T22:28:48Z,5,81.53
0.98,116.53,309,2021-04-14T22:04:05Z,5,89.34
0.97,108.37,308,2021-04-14T21:45:03Z,5,117.41
0.98,104.38,307,2021-04-14T21:42:21Z,4,133.95
0.98,98.33,306,2021-04-14T21:40:37Z,5,119.64
0.99,104.62,305,2021-04-14T21:38:06Z,5,88.93
0.97,95.78,304,2021-04-14T03:40:32Z,5,75.03
0.99,107.4,303,2021-04-14T03:35:04Z,5,102.03
0.99,109.09,302,2021-04-14T03:34:18Z,5,40
0.99,108.87,301,2021-04-14T03:33:15Z,5,70.76
0.99,113.71,300,2021-04-14T02:26:38Z,4,125.08
0.98,103.96,299,2021-04-14T00:14:06Z,5,67.57
0.98,114.29,298,2021-04-14T00:13:30Z,4,140.96
0.99,112.67,297,2021-04-14T00:10:03Z,5,31.92
0.98,108.74,296,2021-04-14T00:09:36Z,5,119.62
0.99,101.65,295,2021-04-13T20:12:37Z,5,69.46
0.97,95.22,294,2021-04-13T20:09:10Z,4,111.09
0.98,99.25,293,2021-04-13T20:08:03Z,5,72.78
0.98,93.68,292,2021-04-13T20:07:12Z,5,45.28
0.99,118.8,291,2021-04-13T20:06:33Z,5,99
0.98,115.6,290,2021-04-13T20:06:01Z,5,94.41
0.99,112.78,289,2021-04-13T20:05:20Z,5,67.67
1,120.47,288,2021-04-13T20:04:49Z,4,86.33
0.97,102.32,287,2021-04-13T20:04:16Z,4,85.27
0.99,115.52,286,2021-04-13T20:03:29Z,4,69.31
0.97,100.5,285,2021-04-13T20:02:43Z,5,97.15
0.99,115.62,284,2021-04-13T20:01:51Z,5,77.08
1,119.13,283,2021-04-13T20:01:19Z,5,41.7
0.98,109.68,282,2021-04-13T20:00:49Z,4,91.4
0.99,121.24,281,2021-04-12T19:24:29Z,5,68.7
0.99,105.76,280,2021-04-12T18:25:38Z,5,56.41
0.99,97.77,279,2021-04-12T18:17:09Z,5,97.77
0.99,116.38,278,2021-04-12T18:16:19Z,3,96.98
0.98,92.53,277,2021-04-12T18:13:38Z,5,141.89
0.98,101.23,276,2021-04-12T18:11:41Z,5,84.35
0.98,100.3,275,2021-04-12T18:10:52Z,5,101.97
0.99,109.12,274,2021-04-12T18:09:59Z,5,85.48
0.97,87.12,273,2021-04-12T18:09:11Z,5,58.08
0.97,101.01,272,2021-04-12T18:08:31Z,5,107.75
0.98,102.69,271,2021-04-12T18:06:45Z,5,65.04
1,106.78,270,2021-04-11T21:21:36Z,4,115.68
0.97,104.66,269,2021-04-11T02:58:28Z,5,78.5
0.98,99.71,268,2021-04-11T01:33:54Z,5,84.75
1,117.46,267,2021-04-11T01:20:47Z,4,82.22
0.97,92.23,266,2021-04-11T00:53:23Z,5,67.63
0.97,101.72,265,2021-04-11T00:52:35Z,5,110.2
0.97,92.19,264,2021-04-10T22:54:03Z,3,44.56
0.99,97.42,263,2021-04-10T22:53:19Z,5,90.92
0.97,97.92,262,2021-04-10T20:01:48Z,5,68.55
0.98,97.41,261,2021-04-10T20:00:14Z,5,112.02
0.99,106.31,260,2021-04-10T19:59:12Z,5,111.63
0.99,125.42,259,2021-04-10T19:29:28Z,5,125.42
0.99,107.18,258,2021-04-10T17:45:57Z,5,121.47
0.98,102.7,257,2021-04-10T16:55:21Z,5,85.58
0.98,93.62,256,2021-04-10T16:54:43Z,5,95.18
0.99,109.82,255,2021-04-10T16:53:28Z,4,139.1
0.99,113.97,254,2021-04-09T22:01:36Z,4,100.68
0.98,105.32,253,2021-04-09T21:55:40Z,5,100.05
0.99,112.83,252,2021-04-09T21:54:52Z,4,116.59
0.99,99.6,251,2021-04-09T19:33:57Z,4,33.2
